Marital_status,Course,Status,Application_mode,Daytime_evening_attendance,Scholarship_holder
1,9556,Dropout,39,1,0
1,9147,Enrolled,17,1,0
1,9070,Graduate,17,1,1
1,9070,Dropout,1,1,0
1,171,Dropout,43,1,1
1,9085,Enrolled,17,1,0
1,9853,Enrolled,17,1,0
1,9853,Dropout,17,1,1
1,9254,Enrolled,17,1,0
1,9238,Graduate,1,1,0
1,9085,Dropout,1,1,0
1,9238,Dropout,17,1,0
2,9085,Graduate,44,1,0
1,9085,Graduate,10,1,0
1,9773,Dropout,1,1,0
1,9254,Graduate,17,1,0
2,9991,Dropout,43,0,0
1,9500,Graduate,17,1,0
1,9773,Graduate,17,1,0
1,9130,Graduate,1,1,0
1,9991,Dropout,39,0,0
1,9119,Dropout,1,1,0
1,9130,Dropout,1,1,0
1,9853,Dropout,17,1,1
1,9254,Graduate,17,1,1
1,9853,Dropout,17,1,1
1,9238,Graduate,44,1,1
1,9070,Enrolled,42,1,0
1,9070,Graduate,1,1,1
1,8014,Graduate,51,0,1
1,9991,Dropout,43,0,0
1,9773,Graduate,1,1,0
1,9991,Dropout,39,0,0
1,9500,Graduate,1,1,0
1,9500,Enrolled,1,1,0
1,9147,Enrolled,1,1,1
1,9991,Enrolled,39,0,0
1,9991,Dropout,39,0,0
1,9254,Dropout,17,1,0
1,9500,Graduate,43,1,0
1,9500,Graduate,1,1,0
1,9670,Enrolled,1,1,0
1,9556,Dropout,39,1,0
1,9254,Dropout,1,1,0
1,171,Graduate,16,1,0
1,9147,Graduate,17,1,0
1,171,Graduate,1,1,0
2,9119,Dropout,39,1,0
1,9773,Graduate,1,1,1
1,9670,Dropout,17,1,0
1,9991,Dropout,39,0,0
1,9003,Graduate,39,1,0
1,171,Dropout,1,1,0
1,9070,Enrolled,43,1,0
1,9003,Dropout,44,1,0
1,8014,Dropout,43,0,0
1,9500,Dropout,1,1,0
1,9500,Enrolled,1,1,0
1,9003,Dropout,7,1,0
1,9670,Graduate,1,1,1
2,9147,Dropout,39,1,0
1,9500,Graduate,17,1,0
1,9500,Graduate,39,1,0
1,171,Graduate,16,1,0
1,9853,Enrolled,17,1,1
1,171,Dropout,1,1,0
1,9254,Dropout,1,1,1
2,9991,Dropout,39,0,0
2,9773,Graduate,39,1,0
1,9500,Dropout,1,1,0
1,9991,Dropout,39,0,0
2,9991,Graduate,39,0,0
2,9773,Dropout,39,1,0
1,9070,Graduate,17,1,0
2,9991,Dropout,39,0,0
2,9500,Enrolled,39,1,0
1,8014,Dropout,39,0,0
1,9119,Enrolled,17,1,0
2,9991,Graduate,39,0,0
1,9254,Dropout,1,1,0
2,9991,Enrolled,39,0,0
1,9670,Graduate,17,1,1
1,9254,Enrolled,1,1,0
2,9556,Dropout,42,1,0
1,9991,Graduate,43,0,0
1,9003,Enrolled,44,1,0
1,9991,Graduate,39,0,0
4,9500,Graduate,43,1,0
2,9500,Dropout,39,1,0
1,9991,Dropout,7,0,0
1,9085,Graduate,17,1,0
1,9003,Dropout,7,1,0
1,9119,Enrolled,1,1,0
1,9147,Enrolled,51,1,0
1,9119,Dropout,42,1,0
1,9119,Enrolled,1,1,0
1,9773,Dropout,17,1,0
1,9147,Dropout,17,1,0
1,9147,Graduate,1,1,0
1,9147,Graduate,17,1,1
1,9003,Graduate,1,1,0
1,9773,Graduate,1,1,1
1,9500,Enrolled,39,1,0
1,9254,Dropout,39,1,0
1,9670,Enrolled,17,1,0
1,9070,Dropout,44,1,0
1,9500,Graduate,1,1,0
1,171,Dropout,1,1,0
2,9003,Dropout,42,1,0
1,9119,Dropout,17,1,0
1,9003,Dropout,44,1,0
1,9670,Enrolled,17,1,0
1,9147,Dropout,39,1,0
1,9130,Graduate,1,1,0
1,9147,Dropout,1,1,0
1,9070,Graduate,5,1,0
4,9556,Enrolled,39,1,0
1,9254,Graduate,17,1,0
1,8014,Dropout,43,0,0
1,9147,Dropout,1,1,1
1,9130,Graduate,43,1,0
1,9085,Dropout,39,1,0
1,9500,Graduate,1,1,1
2,9556,Enrolled,39,1,1
1,9670,Graduate,15,1,0
1,9500,Graduate,1,1,0
1,9085,Graduate,1,1,1
1,9085,Graduate,1,1,1
1,9147,Enrolled,17,1,0
1,9085,Enrolled,43,1,0
1,9147,Dropout,17,1,1
1,9500,Graduate,39,1,1
1,9130,Enrolled,1,1,0
1,9085,Graduate,44,1,0
1,9500,Graduate,17,1,1
1,9085,Enrolled,39,1,0
1,9130,Graduate,1,1,0
1,9238,Graduate,1,1,0
1,9238,Graduate,1,1,0
1,9500,Enrolled,1,1,0
1,9238,Enrolled,17,1,0
1,9773,Graduate,1,1,1
1,9500,Graduate,1,1,0
1,9500,Graduate,17,1,1
1,9130,Dropout,1,1,0
1,9147,Graduate,17,1,0
1,9085,Graduate,1,1,1
1,9070,Graduate,1,1,1
1,8014,Graduate,17,0,0
1,9238,Graduate,1,1,0
1,9238,Graduate,1,1,1
1,9254,Dropout,39,1,1
1,9853,Graduate,1,1,0
1,9500,Enrolled,1,1,0
1,9003,Dropout,42,1,0
2,9991,Dropout,39,0,0
2,9991,Dropout,39,0,0
1,9119,Dropout,39,1,0
1,9670,Graduate,39,1,1
2,8014,Dropout,39,0,0
1,9991,Graduate,43,0,1
1,9991,Dropout,7,0,0
1,9238,Graduate,7,1,0
1,9147,Dropout,39,1,0
1,9085,Dropout,44,1,0
1,9003,Enrolled,44,1,0
1,9003,Enrolled,44,1,0
1,9500,Dropout,39,1,0
1,8014,Enrolled,43,0,0
1,8014,Enrolled,39,0,1
1,8014,Graduate,43,0,0
1,9991,Enrolled,39,0,0
1,9500,Graduate,16,1,0
1,9500,Graduate,7,1,0
6,8014,Dropout,17,0,0
1,9147,Graduate,17,1,0
1,9500,Dropout,1,1,1
1,9556,Graduate,17,1,1
1,9500,Graduate,1,1,0
1,9500,Enrolled,1,1,0
1,9500,Graduate,42,1,1
1,9500,Enrolled,1,1,1
1,9500,Graduate,1,1,0
1,171,Enrolled,17,1,1
1,9670,Enrolled,43,1,0
1,9003,Graduate,7,1,0
1,9238,Graduate,1,1,1
1,9500,Graduate,1,1,1
1,9853,Dropout,1,1,0
1,9773,Enrolled,43,1,0
1,9238,Enrolled,1,1,0
1,9070,Graduate,1,1,1
1,8014,Graduate,1,0,0
1,9773,Dropout,39,1,0
1,9670,Enrolled,1,1,0
1,9670,Dropout,39,1,0
1,171,Dropout,39,1,1
1,9147,Dropout,17,1,0
1,9085,Graduate,1,1,0
4,8014,Graduate,39,0,0
1,171,Graduate,1,1,1
4,9991,Enrolled,39,0,0
2,9500,Graduate,39,1,0
1,9500,Dropout,39,1,0
1,9670,Graduate,1,1,0
1,9500,Graduate,42,1,1
1,9119,Dropout,42,1,0
1,9254,Graduate,1,1,0
1,9130,Dropout,44,1,0
1,9773,Graduate,1,1,1
1,9085,Graduate,1,1,0
1,9238,Graduate,1,1,1
1,9500,Graduate,1,1,0
1,9773,Graduate,18,1,1
1,9670,Enrolled,1,1,0
1,9773,Graduate,1,1,1
1,9500,Enrolled,1,1,0
1,9853,Graduate,1,1,1
1,9500,Dropout,39,1,0
1,9500,Graduate,17,1,0
1,9238,Graduate,1,1,1
1,171,Graduate,1,1,0
1,9238,Graduate,17,1,1
1,9500,Graduate,1,1,0
1,9147,Enrolled,1,1,1
2,8014,Graduate,7,0,0
1,9773,Enrolled,43,1,0
1,9500,Graduate,18,1,0
1,9085,Dropout,18,1,0
1,9238,Graduate,44,1,1
1,9670,Enrolled,17,1,1
1,9500,Enrolled,1,1,0
1,9130,Dropout,17,1,0
1,9670,Graduate,1,1,1
2,9991,Graduate,39,0,1
1,9070,Enrolled,1,1,0
1,171,Dropout,17,1,0
1,9147,Graduate,17,1,0
1,9147,Enrolled,17,1,0
2,9003,Enrolled,39,1,0
1,9670,Enrolled,1,1,0
1,9085,Graduate,39,1,0
2,9147,Graduate,43,1,0
2,9991,Dropout,39,0,0
2,9147,Enrolled,39,1,0
1,9991,Dropout,39,0,0
1,9085,Graduate,1,1,0
1,9085,Enrolled,39,1,1
2,9003,Graduate,39,1,0
2,9070,Graduate,39,1,1
4,9991,Dropout,1,0,0
2,9991,Enrolled,39,0,0
1,9003,Graduate,44,1,0
2,9556,Dropout,39,1,0
2,9773,Dropout,39,1,0
2,9147,Dropout,42,1,0
1,9085,Graduate,44,1,0
1,9773,Dropout,18,1,0
1,9773,Graduate,1,1,0
1,9003,Graduate,53,1,0
1,9070,Graduate,18,1,0
1,9500,Dropout,1,1,0
1,9500,Dropout,17,1,1
1,9773,Graduate,1,1,0
1,171,Dropout,1,1,1
1,9670,Graduate,1,1,0
4,8014,Enrolled,43,0,0
4,9238,Graduate,43,1,0
1,9085,Graduate,1,1,0
2,8014,Graduate,39,0,0
1,9853,Graduate,43,1,0
1,9773,Dropout,17,1,1
4,9147,Graduate,39,1,0
2,8014,Dropout,39,0,0
1,9003,Graduate,39,1,0
2,9147,Enrolled,39,1,0
2,9991,Graduate,39,0,0
1,171,Graduate,1,1,0
2,9500,Dropout,39,1,0
2,9991,Enrolled,43,0,0
5,9254,Graduate,42,1,0
2,9991,Dropout,39,0,0
1,9147,Enrolled,51,1,0
1,9556,Dropout,39,1,0
1,8014,Enrolled,39,0,0
2,9853,Dropout,42,1,0
4,8014,Dropout,39,0,0
4,8014,Graduate,39,0,1
1,9238,Enrolled,43,1,0
2,9991,Dropout,39,0,0
2,8014,Graduate,39,0,1
1,9003,Graduate,7,1,0
1,8014,Graduate,39,0,0
2,9991,Graduate,39,0,0
1,9853,Graduate,1,1,1
1,9238,Graduate,17,1,1
1,9670,Graduate,17,1,1
2,8014,Graduate,39,0,0
1,9991,Dropout,39,0,0
1,9670,Graduate,1,1,1
2,8014,Dropout,43,0,0
1,9853,Graduate,17,1,0
2,8014,Graduate,1,0,0
1,9991,Enrolled,39,0,0
1,9500,Graduate,43,1,0
1,9500,Graduate,18,1,0
1,171,Graduate,17,1,0
2,9991,Enrolled,43,0,0
2,8014,Dropout,7,0,0
2,9556,Graduate,39,1,0
1,9238,Graduate,17,1,1
1,8014,Dropout,39,0,0
1,9773,Graduate,17,1,0
4,8014,Graduate,39,0,1
2,9500,Graduate,1,1,1
1,9085,Graduate,43,1,0
1,9003,Dropout,44,1,0
1,9773,Dropout,17,1,0
1,9500,Graduate,1,1,0
1,9085,Dropout,43,1,0
1,9238,Graduate,1,1,0
6,9147,Dropout,39,1,0
6,8014,Enrolled,39,0,1
2,8014,Graduate,7,0,0
1,9500,Graduate,1,1,0
1,9991,Dropout,43,0,0
5,9003,Dropout,39,1,0
1,171,Graduate,1,1,1
1,8014,Enrolled,39,0,0
2,9238,Dropout,39,1,0
1,9670,Dropout,39,1,0
2,9500,Graduate,39,1,1
1,9773,Graduate,1,1,1
1,8014,Graduate,44,0,0
1,9147,Graduate,1,1,0
1,171,Dropout,1,1,0
1,9500,Enrolled,1,1,0
1,9991,Dropout,39,0,0
1,9130,Dropout,1,1,0
1,9991,Dropout,39,0,0
1,9500,Graduate,1,1,0
2,8014,Dropout,39,0,0
1,9773,Dropout,43,1,0
1,9085,Dropout,44,1,0
1,9853,Dropout,43,1,0
2,9991,Enrolled,39,0,0
1,8014,Dropout,39,0,0
4,8014,Graduate,39,0,1
2,9556,Enrolled,39,1,0
1,171,Graduate,1,1,1
1,9003,Graduate,39,1,0
1,9500,Graduate,1,1,0
2,9853,Dropout,39,1,0
1,9853,Dropout,44,1,0
1,9670,Graduate,17,1,0
1,9853,Graduate,1,1,0
1,9085,Dropout,39,1,0
2,9003,Graduate,1,1,0
1,9085,Graduate,1,1,0
2,9670,Enrolled,39,1,0
1,171,Dropout,39,1,0
4,9238,Graduate,39,1,1
1,171,Graduate,1,1,0
1,9500,Dropout,7,1,0
2,8014,Graduate,39,0,0
2,9853,Dropout,39,1,0
5,9254,Graduate,39,1,0
1,9670,Graduate,1,1,1
1,9500,Graduate,1,1,0
1,9070,Dropout,18,1,0
2,9991,Graduate,1,0,0
1,9070,Dropout,1,1,1
1,9147,Graduate,17,1,1
1,9500,Graduate,42,1,0
1,9500,Enrolled,17,1,0
1,8014,Graduate,39,0,0
1,9670,Graduate,39,1,1
1,9238,Graduate,43,1,0
1,9991,Dropout,39,0,0
1,9085,Enrolled,5,1,0
1,9147,Graduate,16,1,0
1,171,Dropout,1,1,0
5,9991,Graduate,43,0,0
1,9254,Graduate,1,1,1
1,9853,Dropout,42,1,0
1,9070,Graduate,1,1,0
1,9085,Dropout,1,1,0
1,9773,Graduate,17,1,0
1,9070,Graduate,1,1,1
1,9500,Graduate,17,1,1
1,9853,Graduate,7,1,0
1,9500,Graduate,42,1,1
1,9070,Graduate,17,1,0
1,9853,Enrolled,43,1,0
2,8014,Graduate,39,0,0
1,171,Graduate,17,1,0
1,9254,Enrolled,1,1,0
1,9130,Graduate,1,1,1
1,9500,Graduate,18,1,1
1,9773,Dropout,1,1,0
2,8014,Graduate,39,0,1
1,9773,Graduate,17,1,0
1,9500,Graduate,17,1,1
1,9238,Graduate,17,1,0
1,9147,Enrolled,17,1,0
1,9130,Graduate,1,1,0
4,8014,Dropout,39,0,0
1,9500,Enrolled,39,1,0
1,9500,Graduate,1,1,0
1,9773,Dropout,1,1,1
1,9556,Dropout,17,1,1
1,9147,Graduate,17,1,1
1,9500,Graduate,1,1,1
1,9147,Graduate,1,1,0
1,9147,Enrolled,17,1,1
1,9130,Dropout,1,1,0
1,9500,Graduate,1,1,0
1,9085,Graduate,17,1,0
1,9085,Dropout,1,1,0
1,9500,Graduate,16,1,0
1,9670,Graduate,17,1,1
1,9500,Dropout,1,1,0
1,9500,Graduate,1,1,0
1,9085,Graduate,53,1,0
1,9500,Graduate,1,1,0
1,9085,Graduate,16,1,1
1,9238,Graduate,17,1,0
1,9130,Graduate,17,1,0
1,9500,Graduate,1,1,0
1,9853,Dropout,17,1,0
1,171,Graduate,1,1,1
1,171,Graduate,1,1,1
1,9500,Graduate,1,1,1
1,9773,Enrolled,1,1,0
1,9773,Dropout,1,1,0
1,8014,Graduate,39,0,1
1,9147,Graduate,17,1,0
1,9853,Dropout,7,1,0
1,9500,Graduate,43,1,0
1,9500,Graduate,18,1,1
1,9238,Graduate,5,1,0
1,9085,Graduate,1,1,0
1,9254,Graduate,1,1,0
1,9500,Dropout,1,1,0
1,9670,Graduate,1,1,1
1,9773,Graduate,1,1,0
1,9853,Dropout,1,1,0
1,9773,Dropout,1,1,1
1,9500,Enrolled,17,1,0
1,9670,Graduate,17,1,0
1,9070,Graduate,1,1,1
1,9254,Graduate,5,1,1
1,9853,Graduate,17,1,0
1,9085,Enrolled,1,1,0
1,9773,Dropout,1,1,0
1,9147,Graduate,1,1,1
1,9085,Graduate,1,1,0
2,9556,Dropout,39,1,0
1,9147,Enrolled,42,1,0
1,9085,Graduate,16,1,1
1,9085,Dropout,17,1,1
1,9238,Graduate,17,1,1
5,9130,Dropout,7,1,0
1,9773,Graduate,17,1,1
1,8014,Dropout,1,0,0
1,9500,Graduate,1,1,0
1,9500,Graduate,1,1,1
1,9773,Enrolled,1,1,0
1,9254,Dropout,17,1,0
1,9670,Dropout,17,1,1
1,9773,Graduate,39,1,1
1,9238,Graduate,17,1,1
1,9254,Dropout,17,1,0
1,9070,Graduate,44,1,0
1,9500,Enrolled,1,1,0
1,9556,Graduate,39,1,1
1,9085,Dropout,39,1,0
1,9670,Enrolled,1,1,1
1,8014,Dropout,39,0,0
1,9238,Dropout,44,1,0
1,9119,Enrolled,39,1,0
2,9147,Dropout,2,1,0
1,9670,Enrolled,1,1,0
1,9670,Dropout,39,1,0
1,9119,Enrolled,43,1,0
1,9670,Graduate,1,1,0
1,9085,Dropout,44,1,0
1,9991,Graduate,39,0,0
1,9500,Graduate,1,1,1
1,9070,Graduate,18,1,1
1,9130,Dropout,1,1,0
1,9070,Graduate,1,1,0
2,9147,Enrolled,7,1,0
1,9991,Graduate,43,0,0
1,9147,Graduate,1,1,0
5,9500,Graduate,39,1,0
1,9991,Dropout,39,0,0
1,9238,Graduate,1,1,0
1,9853,Enrolled,17,1,1
1,8014,Graduate,1,0,1
1,9500,Graduate,43,1,1
1,9254,Dropout,17,1,1
1,9238,Graduate,1,1,1
1,8014,Graduate,39,0,1
1,9773,Dropout,17,1,0
1,9238,Enrolled,1,1,0
1,8014,Dropout,17,0,0
1,9500,Graduate,1,1,0
1,9147,Graduate,17,1,0
1,9670,Dropout,39,1,0
1,171,Dropout,1,1,0
1,9238,Graduate,17,1,0
2,9085,Dropout,39,1,0
1,9500,Graduate,1,1,1
1,9500,Graduate,1,1,0
1,9773,Enrolled,1,1,0
1,9147,Graduate,1,1,1
1,171,Dropout,42,1,0
1,9500,Graduate,17,1,0
1,9254,Dropout,17,1,0
1,9670,Enrolled,1,1,0
1,9773,Graduate,1,1,0
1,9238,Graduate,1,1,1
1,9500,Dropout,1,1,0
1,9773,Graduate,1,1,0
1,9254,Graduate,17,1,0
1,9085,Enrolled,1,1,0
2,9991,Dropout,1,0,0
1,9556,Graduate,1,1,1
1,9670,Enrolled,17,1,1
1,9500,Graduate,1,1,0
1,9500,Graduate,17,1,1
1,9238,Graduate,43,1,0
1,9238,Enrolled,17,1,0
1,9147,Graduate,18,1,0
1,9147,Graduate,1,1,0
1,9773,Graduate,1,1,1
1,9238,Graduate,17,1,0
1,9500,Graduate,1,1,1
1,9130,Graduate,1,1,0
1,9500,Enrolled,1,1,0
1,9500,Enrolled,17,1,0
1,171,Graduate,1,1,0
1,9085,Graduate,1,1,0
1,9085,Graduate,39,1,0
1,9773,Graduate,1,1,0
1,9853,Enrolled,1,1,1
1,9085,Graduate,39,1,0
1,9147,Graduate,17,1,0
1,9147,Dropout,1,1,0
1,9500,Graduate,17,1,1
1,9238,Graduate,1,1,1
2,9991,Graduate,43,0,1
1,9238,Graduate,1,1,1
1,9500,Enrolled,1,1,0
1,9147,Enrolled,17,1,0
4,9670,Graduate,39,1,1
1,9130,Enrolled,1,1,0
1,171,Dropout,1,1,0
1,9773,Graduate,17,1,1
1,171,Graduate,1,1,0
1,9500,Enrolled,1,1,0
1,9147,Enrolled,1,1,0
1,9003,Graduate,43,1,0
1,9147,Dropout,1,1,0
1,9254,Enrolled,17,1,0
1,9070,Enrolled,43,1,1
1,171,Graduate,1,1,1
1,9254,Graduate,1,1,1
1,9500,Graduate,1,1,0
1,9238,Graduate,1,1,1
1,9085,Graduate,1,1,0
1,9085,Graduate,1,1,1
1,9853,Dropout,17,1,0
1,9991,Dropout,39,0,0
1,9254,Dropout,1,1,1
1,9500,Graduate,1,1,1
1,9147,Graduate,17,1,1
1,9853,Dropout,18,1,0
1,9254,Dropout,17,1,0
1,9556,Graduate,39,1,1
1,9238,Enrolled,17,1,1
2,33,Dropout,39,1,0
1,9500,Graduate,1,1,1
1,9670,Dropout,1,1,1
1,9500,Graduate,1,1,0
1,9500,Enrolled,43,1,1
1,9070,Graduate,17,1,0
1,9130,Dropout,39,1,0
1,8014,Graduate,43,0,0
1,9119,Enrolled,39,1,0
1,9085,Graduate,1,1,1
1,9119,Dropout,17,1,0
1,9130,Dropout,39,1,1
1,9500,Dropout,1,1,0
1,9147,Dropout,17,1,0
1,171,Dropout,1,1,0
1,9003,Dropout,39,1,0
1,9670,Dropout,1,1,0
1,9147,Enrolled,1,1,0
1,9070,Dropout,42,1,0
1,9991,Enrolled,51,0,0
1,9773,Dropout,17,1,0
1,9003,Enrolled,42,1,0
1,9147,Graduate,1,1,0
1,9254,Dropout,7,1,0
1,9500,Graduate,1,1,0
2,9238,Dropout,39,1,0
1,9773,Graduate,1,1,0
1,9773,Enrolled,1,1,0
1,9773,Dropout,17,1,0
1,9773,Dropout,17,1,0
1,9991,Dropout,39,0,0
1,9147,Graduate,1,1,0
1,9773,Dropout,1,1,0
1,9238,Dropout,1,1,0
1,9070,Graduate,18,1,0
1,9003,Graduate,7,1,0
1,171,Enrolled,1,1,0
1,9254,Graduate,1,1,1
1,9003,Dropout,44,1,0
1,9070,Graduate,1,1,0
1,9254,Graduate,1,1,1
1,9254,Dropout,17,1,0
1,9119,Graduate,1,1,0
1,8014,Enrolled,43,0,0
1,9991,Dropout,39,0,0
1,9670,Dropout,17,1,0
1,9556,Dropout,39,1,1
1,9670,Graduate,1,1,1
1,9991,Dropout,17,0,0
1,9147,Dropout,39,1,0
2,9500,Graduate,43,1,0
1,9085,Graduate,1,1,0
1,9085,Enrolled,44,1,0
1,9500,Graduate,1,1,1
1,9500,Graduate,1,1,0
1,9500,Graduate,39,1,0
2,9147,Enrolled,39,1,0
1,9773,Graduate,1,1,0
1,9085,Dropout,17,1,0
1,9500,Graduate,1,1,0
1,9500,Graduate,1,1,0
1,9085,Graduate,17,1,0
1,9670,Enrolled,1,1,0
1,9500,Graduate,17,1,0
1,9238,Graduate,1,1,1
4,9991,Enrolled,39,0,0
2,9238,Graduate,43,1,0
1,8014,Dropout,39,0,0
1,9500,Graduate,1,1,1
1,9853,Dropout,17,1,0
1,9773,Dropout,43,1,0
1,9773,Graduate,17,1,1
1,9085,Graduate,17,1,1
1,9147,Graduate,17,1,1
1,9070,Graduate,1,1,0
1,9556,Dropout,7,1,1
1,9147,Graduate,17,1,1
1,9130,Dropout,43,1,1
1,9130,Dropout,44,1,1
1,9085,Graduate,15,1,0
1,9670,Graduate,17,1,0
1,9500,Graduate,1,1,0
2,9003,Graduate,39,1,0
1,9147,Graduate,44,1,1
1,9500,Graduate,17,1,0
1,9085,Graduate,1,1,0
1,9147,Graduate,1,1,1
1,8014,Dropout,39,0,0
1,9085,Graduate,1,1,1
1,9853,Dropout,1,1,0
1,9238,Graduate,17,1,1
1,9670,Graduate,17,1,0
2,9991,Enrolled,39,0,1
2,9500,Dropout,39,1,0
1,9773,Dropout,43,1,0
2,9254,Dropout,1,1,1
2,8014,Graduate,39,0,1
4,9147,Graduate,42,1,0
1,9500,Enrolled,43,1,0
1,9003,Dropout,39,1,0
5,9147,Graduate,7,1,0
1,33,Dropout,51,1,0
1,9147,Graduate,1,1,1
1,9147,Dropout,43,1,0
4,8014,Graduate,39,0,1
1,9556,Graduate,17,1,0
2,8014,Dropout,7,0,0
2,9147,Enrolled,53,1,0
1,9254,Graduate,1,1,1
2,9991,Enrolled,39,0,0
4,9991,Graduate,43,0,0
1,9556,Dropout,7,1,0
1,9670,Dropout,17,1,0
1,9991,Graduate,39,0,0
1,9003,Graduate,39,1,0
1,9238,Dropout,1,1,0
1,9003,Dropout,39,1,0
1,9238,Dropout,1,1,0
1,9500,Enrolled,17,1,0
1,9500,Enrolled,43,1,0
1,8014,Graduate,17,0,0
1,9500,Enrolled,17,1,1
1,9500,Dropout,39,1,0
1,9238,Graduate,17,1,0
1,9500,Dropout,1,1,0
1,171,Dropout,1,1,0
1,9500,Graduate,17,1,1
1,9500,Graduate,17,1,1
1,9085,Graduate,1,1,1
1,8014,Graduate,44,0,1
1,9773,Graduate,1,1,0
2,9254,Graduate,43,1,0
1,8014,Graduate,7,0,0
1,9500,Graduate,1,1,1
2,9500,Dropout,39,1,0
2,8014,Graduate,39,0,1
1,9085,Dropout,1,1,0
1,9070,Enrolled,51,1,0
1,9254,Enrolled,1,1,0
1,9991,Dropout,43,0,0
2,9991,Graduate,1,0,0
1,9119,Dropout,7,1,0
1,171,Graduate,1,1,1
1,9991,Dropout,43,0,0
1,9070,Graduate,16,1,0
1,9773,Graduate,1,1,1
1,9147,Dropout,1,1,0
1,9147,Dropout,17,1,0
1,9119,Dropout,17,1,0
1,171,Dropout,39,1,0
1,171,Enrolled,1,1,0
2,9991,Graduate,43,0,0
1,9130,Dropout,39,1,0
5,9119,Enrolled,39,1,1
1,9147,Enrolled,17,1,0
1,9238,Graduate,1,1,1
1,9254,Dropout,43,1,0
1,9119,Dropout,17,1,0
1,9670,Dropout,39,1,0
1,9773,Graduate,1,1,0
1,9773,Enrolled,17,1,0
1,9003,Dropout,44,1,0
1,9670,Dropout,43,1,0
1,9085,Dropout,39,1,0
1,9670,Enrolled,17,1,0
1,9773,Dropout,1,1,0
1,9670,Enrolled,17,1,0
1,9070,Graduate,1,1,1
1,9119,Enrolled,1,1,0
1,9085,Dropout,39,1,0
1,9254,Dropout,1,1,0
1,9500,Dropout,39,1,0
1,9147,Dropout,39,1,0
1,9003,Graduate,39,1,0
1,9670,Dropout,51,1,0
1,8014,Enrolled,1,0,0
2,9003,Dropout,44,1,0
1,9119,Dropout,39,1,0
1,9773,Graduate,1,1,1
1,9500,Graduate,1,1,1
2,9003,Dropout,39,1,0
1,9119,Enrolled,44,1,0
1,9003,Dropout,43,1,0
4,9500,Dropout,39,1,0
1,9147,Enrolled,1,1,0
1,9670,Dropout,17,1,0
1,9773,Graduate,1,1,1
1,9147,Graduate,1,1,1
1,9147,Dropout,7,1,0
1,9853,Dropout,17,1,0
1,9238,Dropout,1,1,0
1,9991,Enrolled,1,0,0
1,9500,Graduate,1,1,0
1,9500,Enrolled,1,1,1
1,9254,Dropout,17,1,0
1,9147,Dropout,7,1,0
1,9500,Graduate,1,1,0
1,9254,Graduate,17,1,1
1,9147,Graduate,17,1,1
1,9238,Graduate,1,1,1
1,9003,Graduate,44,1,0
1,9085,Graduate,17,1,1
1,9853,Graduate,1,1,1
2,9147,Enrolled,1,1,0
1,9500,Graduate,1,1,0
1,9500,Dropout,39,1,0
1,9147,Dropout,26,1,0
1,9238,Graduate,17,1,1
4,9147,Dropout,7,1,0
1,9085,Enrolled,1,1,0
1,9238,Graduate,1,1,1
1,9500,Graduate,1,1,0
1,9085,Graduate,17,1,0
1,171,Graduate,1,1,1
1,9238,Enrolled,43,1,1
1,9853,Graduate,17,1,1
1,9500,Graduate,42,1,0
1,9070,Graduate,1,1,1
1,9147,Graduate,1,1,1
1,9147,Enrolled,1,1,0
1,9085,Graduate,53,1,0
1,9147,Enrolled,43,1,0
1,9500,Graduate,1,1,1
2,9500,Graduate,1,1,0
1,9070,Graduate,17,1,1
1,9238,Graduate,1,1,1
1,9670,Enrolled,1,1,0
1,9773,Graduate,1,1,0
1,9500,Graduate,17,1,1
2,9991,Enrolled,43,0,0
1,171,Graduate,17,1,0
1,9853,Enrolled,16,1,0
1,9500,Graduate,1,1,1
1,9500,Dropout,1,1,0
1,9773,Graduate,1,1,0
1,9670,Enrolled,5,1,0
1,9500,Graduate,17,1,0
1,9147,Enrolled,17,1,0
1,9500,Dropout,1,1,0
1,9500,Graduate,17,1,1
1,9500,Enrolled,17,1,0
1,9773,Enrolled,1,1,0
1,9254,Dropout,1,1,0
1,9853,Graduate,1,1,1
1,9238,Graduate,17,1,1
1,9500,Graduate,1,1,1
1,9085,Dropout,44,1,0
1,9238,Dropout,17,1,1
2,9991,Dropout,39,0,0
1,9085,Dropout,1,1,0
2,9147,Dropout,43,1,0
1,9147,Enrolled,18,1,0
1,9238,Graduate,1,1,0
1,8014,Dropout,43,0,0
2,9147,Dropout,7,1,0
1,9070,Graduate,51,1,1
1,9500,Graduate,1,1,0
1,9773,Graduate,1,1,1
1,9500,Dropout,17,1,0
1,9773,Dropout,1,1,1
1,9070,Graduate,1,1,0
1,9773,Graduate,1,1,1
1,9991,Enrolled,43,0,0
1,9556,Graduate,39,1,0
1,9556,Dropout,17,1,0
1,9556,Enrolled,17,1,0
1,9670,Enrolled,1,1,0
1,9254,Graduate,17,1,0
1,9773,Graduate,1,1,0
1,9070,Dropout,1,1,0
1,9500,Graduate,1,1,1
1,9085,Dropout,16,1,0
1,171,Graduate,1,1,1
1,9773,Graduate,1,1,1
1,9500,Graduate,1,1,1
1,9991,Enrolled,39,0,0
1,9500,Enrolled,39,1,0
1,9500,Graduate,42,1,0
1,9500,Graduate,1,1,1
1,9147,Dropout,17,1,0
1,9238,Graduate,1,1,0
1,9238,Graduate,7,1,0
1,9003,Graduate,44,1,1
